¡Ja me maaten...!                   (2000, Comedy                        Juan Muñoz                    Juan Muñoz, José Carabias, ...]
Dou niu                             (2009, Drama                         Hu Guan                       Bo Huang, Ni Yan, Hu Gao, T...]
See Girl Run                        (2012, Drama, Romance                Nate Meyer                    Robin Tunney, Adam Scott, J...]
Olsen-banden i Jylland              (1971, Comedy, Crime, Family         Erik Balling                  Ove Sprogøe, Morten Grunwal...]
Yajamana                            (2019, Action                        V. Harikrishna, Pon Kumaran   Darshan Thoogudeep, Rashmik...]
For the Love of Money               (2012, Action, Crime, Drama          Ellie Kanner                  Inbar Lavi, Edward Furlong,...]
Maidan-E-Jung                       (1995, Action, Drama                 K.C. Bokadia                  Dharmendra, Akshay Kumar, K...]
Bourek                              (2015, Comedy                        Vladan Nikolic                William Leroy, Katerina Mis...]
Jhoothi                             (1985, Comedy                        Hrishikesh Mukherjee          Rekha, Raj Babbar, Amol Pal...]
Semi-Tough                          (1977, Comedy, Romance, Sport        Michael Ritchie               Burt Reynolds, Kris Kristof...]
The Posthuman Project               (2014, Action, Adventure, Comedy     Kyle William Roberts          Kyle Whalen, Collin Place, ...]
Un moment d'égarement               (2015, Comedy, Drama, Romance        Jean-François Richet          Vincent Cassel, François Cl...]
Heartlands                          (2002, Comedy, Drama                 Damien O'Donnell              Michael Sheen, Mark Addy, J...]
Oriundi                             (1999, Drama, Fantasy, Romance       Ricardo Bravo                 Anthony Quinn, Paulo Betti,...]
Crô: O Filme                        (2013, Comedy                        Bruno Barreto                 Marcelo Serrado, Carolina F...]
Stardom                             (2000, Drama, Comedy                 Denys Arcand                  Jessica Paré, Victoria Snow...]
O le tulafale                       (2011, Drama                         Tusi Tamasese                 Fa'afiaula Sanote, Tausili ...]
Youth in Oregon                     (2016, Comedy, Drama                 Joel David Moore              Frank Langella, Billy Crudu...]
Swimming to Cambodia                (1987, Comedy, Drama                 Jonathan Demme                Spalding Gray, Sam Watersto...]
Let's Go Navy!                      (1951, Comedy                        William Beaudine              Leo Gorcey, Huntz Hall, All...]
L'opération Corned Beef             (1991, Action, Comedy, Romance       Jean-Marie Poiré              Christian Clavier, Jean Ren...]
Best F(r)iends: Volume 1            (2017, Comedy, Drama, Thriller       Justin MacGregor              Greg Sestero, Tommy Wiseau,...]
Sunday Holiday                      (2017, Comedy, Drama                 Jis Joy                       Asif Ali, Aparna Balamurali...]
Ammore e malavita                   (2017, Comedy, Crime, Musical        Antonio Manetti, Marco ManettiClaudia Gerini, Carlo Bucci...]
Son of the Mask                     (2005, Comedy, Family, Fantasy       Lawrence Guterman             Jamie Kennedy, Alan Cumming...]
Quei loro incontri                  (2006, Drama                         Danièle Huillet, Jean-Marie...Angela Nugara, Vittorio Vig...]
Sadomania - Hölle der Lust          (1981, Action, Crime, Drama          Jesús Franco                  Ajita Wilson, Andrea Guzon,...]
Blanc comme neige                   (2010, Thriller                      Christophe Blanc              François Cluzet, Olivier Go...]
Mee Shivajiraje Bhosale Boltoy      (2009, Drama                         Santosh Manjrekhar            Mahesh Manjrekar, Sachin Kh...]
The Fifth Estate                    (2013, Biography, Drama, Thriller    Bill Condon                   Peter Capaldi, David Thewli...]
Pahat pojat                         (2003, Action, Biography, Crime      Aleksi Mäkelä                 Peter Franzén, Niko Saarela...]
Pleasure Cruise                     (1933, Comedy, Romance               Frank Tuttle                  Genevieve Tobin, Roland You...]
The Gingerbread Man                 (1998, Crime, Mystery, Thriller      Robert Altman                 Kenneth Branagh, Embeth Dav...]
The Man Inside                      (2012, Crime, Drama, Thriller        Dan Turner                    Peter Mullan, Michelle Ryan...]
Lentävä kalakukko                   (1953, Comedy, Crime, Musical        Ville Salminen                Esa Pakarinen, Mai-Brit Hel...]
Tan Lines                           (2005, Drama, Romance                Ed Aldridge                   Jack Baxter, Lorena Arancib...]
Zeiten ändern Dich                  (2010, Biography, Drama, Music       Uli Edel                      Bushido, Moritz Bleibtreu, ...]
The Rise of the Krays               (2015, Crime, Drama                  Zackary Adler                 Matt Vael, Simon Cotton, Ke...]
Agonie                              (2016, Drama, Thriller               David Clay Diaz               Samuel Schneider, Alexander...]
Unicorn Store                       (2017, Comedy, Drama, Fantasy        Brie Larson                   Brie Larson, Samuel L. Jack...]
Zemlya Sannikova                    (1973, Adventure                     Albert S. Mkrtchyan, Leonid...Vladislav Dvorzhetskiy, Geo...]
College Musical                     (2014, Musical                       Kurt Hugo Schneider           Sam Tsui, Julie Shain, Mile...]
Les démoniaques                     (1974, Horror                        Jean Rollin                   Joëlle Coeur, John Rico, Wi...]
Must Be... Love                     (2013, Comedy, Romance               Dado C. Lumibao               Kathryn Bernardo, Daniel Pa...]
Hawmps!                             (1976, Comedy, Family, Western       Joe Camp                      James Hampton, Christopher ...]
Takumi-kun Series: Pure             (2010, Drama, Romance                Takeshi Yokoi                 Ryôma Baba, Taiki Naito, Yu...]
I Love Trouble                      (1994, Action, Comedy, Romance       Charles Shyer                 Nick Nolte, Julia Roberts, ...]
This Time                           (2016, Drama, Romance                Nuel C. Naval                 James Reid, Nadine Lustre, ...]
La hora de los valientes            (1998, Drama, Romance, War           Antonio Mercero               Gabino Diego, Leonor Watlin...]
Feu Mathias Pascal                  (1926, Drama                         Marcel L'Herbier              Ivan Mozzhukhin, Marcelle P...]
Harjunpää & pahan pappi             (2010, Mystery, Thriller             Olli Saarela                  Peter Franzén, Irina Björkl...]
Delitto d'amore                     (1974, Drama                         Luigi Comencini               Giuliano Gemma, Stefania Sa...]
Flesh.ka                            (2006, Crime, Drama, Thriller        Georgiy Shengeliya            Ilya Shakunov, Evgeniy Styc...]
Screwed                             (2013, Comedy, Romance               John Wynn                     Kurt David Anderson, Kevin ...]
Xiao shi dai 3: Ci jin shi dai      (2014, Drama, Romance                Jingming Guo                  Mi Yang, Kai Ko, Amber Kuo,...]
Kôdaike no hitobito                 (2016, Comedy, Romance               Masato Hijikata               Haruka Ayase, Mao Daichi, C...]
Paws P.I.                           (2018, Family                        Danny Buday                   Jon Lovitz, Celesta Hodge, ...]
Capricorn One                       (1977, Action, Thriller              Peter Hyams                   Elliott Gould, James Brolin...]
A Fool There Was                    (1915, Drama                         Frank Powell                  Runa Hodges, Mabel Frenyear...]
Ride Him, Cowboy                    (1932, Romance, Western              Fred Allen                    John Wayne, Duke, Ruth Hall...]
Ren xia ren                         (1982, Action, Comedy, Horror        Wu Ma                         Sammo Kam-Bo Hung, Wu Ma, C...]
Austeria                            (1982, Drama, War                    Jerzy Kawalerowicz            Franciszek Pieczka, Wojciec...]
600 kilos d'or pur                  (2010, Adventure                     Éric Besnard                  Clovis Cornillac, Audrey Da...]
D-love                              (2017, Drama                         Elena Beuca                   Elena Beuca, Dave Rogers, D...]
Rude Boy: The Jamaican Don          (2003, Action                        Desmond Gumbs                 LaNease Adams, Nahtasha Bud...]
Sista kontraktet                    (1998, Crime, Thriller               Kjell Sundvall                Mikael Persbrandt, Michael ...]
Bony a klid                         (1988, Comedy, Crime, Drama          Vít Olmer                     Jan Potmesil, Veronika Jení...]
Sea of Dreams                       (2006, Drama, Fantasy, Mystery       José Pepe Bojórquez           Johnathon Schaech, Sendi Ba...]
Muxmäuschenstill                    (2004, Comedy, Drama                 Marcus Mittermeier            Jan Henrik Stahlberg, Fritz...]
The 4th Dimension                   (2006, Drama, Fantasy, Mystery       Tom Mattera, David Mazzoni    Louis Morabito, Miles Willi...]
